Wall time,Step,Value
1542576045.8965783,194,2.129673957824707
1542576049.7782884,389,2.0309600830078125
1542576053.575598,584,1.9764020442962646
1542576057.2906823,779,1.9274177551269531
1542576061.0336645,974,1.900238037109375
1542576064.7754083,1169,1.8786059617996216
1542576068.5498633,1364,1.8609752655029297
1542576072.2326348,1559,1.8419443368911743
1542576075.9509408,1754,1.827398419380188
1542576079.6529078,1949,1.8143864870071411
1542576083.3584347,2144,1.808126449584961
1542576087.1337366,2339,1.7878187894821167
1542576090.8478742,2534,1.7831257581710815
1542576094.525537,2729,1.7737470865249634
1542576098.301406,2924,1.7637028694152832
1542576102.0513563,3119,1.7586463689804077
1542576105.8040857,3314,1.7518506050109863
1542576109.423728,3509,1.7414315938949585
1542576113.133798,3704,1.7357571125030518
1542576116.8542778,3899,1.7344766855239868
1542576120.5800579,4094,1.7255724668502808
1542576124.3683777,4289,1.7183194160461426
1542576128.082962,4484,1.7121611833572388
1542576131.7855415,4679,1.706606149673462
1542576135.4954033,4874,1.7055739164352417
1542576139.190381,5069,1.6865249872207642
1542576142.9319777,5264,1.6793142557144165
1542576146.6002638,5459,1.6707655191421509
1542576150.3460948,5654,1.6673072576522827
1542576154.1561701,5849,1.6684784889221191
