Wall time,Step,Value
1542576045.8965783,194,0.3212139308452606
1542576049.7782884,389,0.4256410300731659
1542576053.575598,584,0.48028847575187683
1542576057.2906823,779,0.531410276889801
1542576061.0336645,974,0.5584535002708435
1542576064.7754083,1169,0.5800881385803223
1542576068.5498633,1364,0.5989583134651184
1542576072.2326348,1559,0.617768406867981
1542576075.9509408,1754,0.6324118375778198
1542576079.6529078,1949,0.6462540030479431
1542576083.3584347,2144,0.6517428159713745
1542576087.1337366,2339,0.6719350814819336
1542576090.8478742,2534,0.6771634817123413
1542576094.525537,2729,0.6867988705635071
1542576098.301406,2924,0.6967548131942749
1542576102.0513563,3119,0.7022435665130615
1542576105.8040857,3314,0.7078725695610046
1542576109.423728,3509,0.7189303040504456
1542576113.133798,3704,0.7251402139663696
1542576116.8542778,3899,0.7261818647384644
1542576120.5800579,4094,0.7346354126930237
1542576124.3683777,4289,0.7428085207939148
1542576128.082962,4484,0.7486979365348816
1542576131.7855415,4679,0.7537660002708435
1542576135.4954033,4874,0.7549879550933838
1542576139.190381,5069,0.7738581895828247
1542576142.9319777,5264,0.78125
1542576146.6002638,5459,0.7897235751152039
1542576150.3460948,5654,0.7934495210647583
1542576154.1561701,5849,0.7921674847602844
