Wall time,Step,Value
1542576692.8804986,194,2.102182626724243
1542576695.8421316,389,1.9647976160049438
1542576698.691394,584,1.9046058654785156
1542576701.768965,779,1.8705087900161743
1542576704.8999178,974,1.8462109565734863
1542576707.8330464,1169,1.8275030851364136
1542576710.7627487,1364,1.8102295398712158
1542576713.6179323,1559,1.7926729917526245
1542576716.5857072,1754,1.7812509536743164
1542576719.5285838,1949,1.764938235282898
1542576722.452586,2144,1.7563810348510742
1542576725.5921543,2339,1.7445427179336548
1542576728.4928916,2534,1.7326359748840332
1542576731.382184,2729,1.720198392868042
1542576734.4028788,2924,1.7112722396850586
1542576737.260024,3119,1.7060632705688477
1542576740.147235,3314,1.6913211345672607
1542576743.1251795,3509,1.6836063861846924
1542576746.0890012,3704,1.6750528812408447
1542576749.0341449,3899,1.6689720153808594
1542576751.9983585,4094,1.6581146717071533
1542576754.8671365,4289,1.6517914533615112
1542576757.7820303,4484,1.6420328617095947
1542576760.7019756,4679,1.6401631832122803
1542576763.6026688,4874,1.631314992904663
1542576766.5472088,5069,1.6226712465286255
1542576769.397795,5264,1.6200395822525024
1542576772.356749,5459,1.6143430471420288
1542576775.3898015,5654,1.6050561666488647
1542576778.3665166,5849,1.6014540195465088
