Wall time,Step,Value
1542576692.8804986,194,0.3560897409915924
1542576695.8421316,389,0.4961738884449005
1542576698.691394,584,0.5579727292060852
1542576701.768965,779,0.591486394405365
1542576704.8999178,974,0.6158654093742371
1542576707.8330464,1169,0.6354367136955261
1542576710.7627487,1364,0.652504026889801
1542576713.6179323,1559,0.6694711446762085
1542576716.5857072,1754,0.6808293461799622
1542576719.5285838,1949,0.6982371807098389
1542576722.452586,2144,0.7067508101463318
1542576725.5921543,2339,0.7171875238418579
1542576728.4928916,2534,0.73046875
1542576731.382184,2729,0.742768406867981
1542576734.4028788,2924,0.7514623403549194
1542576737.260024,3119,0.7572516202926636
1542576740.147235,3314,0.7732571959495544
1542576743.1251795,3509,0.7800080180168152
1542576746.0890012,3704,0.7891025543212891
1542576749.0341449,3899,0.7949919700622559
1542576751.9983585,4094,0.8056890964508057
1542576754.8671365,4289,0.8119591474533081
1542576757.7820303,4484,0.8217147588729858
1542576760.7019756,4679,0.8230969309806824
1542576763.6026688,4874,0.8322916626930237
1542576766.5472088,5069,0.8404647707939148
1542576769.397795,5264,0.8435496687889099
1542576772.356749,5459,0.849178671836853
1542576775.3898015,5654,0.8579927682876587
1542576778.3665166,5849,0.8622395992279053
